movie,directors,stars,year,runtime,genres
Suicide Squad,David Ayer,"Will Smith, Jared Leto, Margot Robbie, Viola Davis",2016,123 min,"Action, Adventure, Fantasy"
Deadpool 2,David Leitch,"Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison",2018,119 min,"Action, Adventure, Comedy"
Guardians of the Galaxy,James Gunn,"Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana",2014,121 min,"Action, Adventure, Comedy"
Sonic the Hedgehog,Jeff Fowler,"Jim Carrey, James Marsden, Neal McDonough, Ben Schwartz",2019,,"Animation, Action, Adventure"
The Meg,Jon Turteltaub,"Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis",2018,113 min,"Action, Horror, Sci-Fi"
A Quiet Place,John Krasinski,"Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe",2018,90 min,"Drama, Horror, Mystery"
Brightburn,David Yarovesky,"Elizabeth Banks, David Denman, Matt Jones, Meredith Hagner",2019,,"Drama, Horror, Sci-Fi"
Spider-Man: Homecoming,Jon Watts,"Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei",2017,133 min,"Action, Adventure, Sci-Fi"
Guardians of the Galaxy Vol. 2,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",2017,136 min,"Action, Adventure, Comedy"
Justice League,Zack Snyder,"Ben Affleck, Gal Gadot, Jason Momoa, Ezra Miller",2017,120 min,"Action, Adventure, Fantasy"
The Matrix,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving",1999,136 min,"Action, Sci-Fi"
The Avengers,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner",2012,143 min,"Action, Adventure, Sci-Fi"
Pokémon Detective Pikachu,Rob Letterman,"Ryan Reynolds, Kathryn Newton, Suki Waterhouse, Rob Delaney",2019,104 min,"Action, Adventure, Comedy"
Unbreakable,M. Night Shyamalan,"Bruce Willis, Samuel L. Jackson, Robin Wright, Spencer Treat Clark",2000,106 min,"Drama, Mystery, Sci-Fi"
Jurassic World: Fallen Kingdom,J.A. Bayona,"Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith",2018,128 min,"Action, Adventure, Sci-Fi"
Avengers: Age of Ultron,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",2015,141 min,"Action, Adventure, Sci-Fi"
Star Wars: The Rise of Skywalker,J.J. Abrams,"Lupita Nyong'o, Mark Hamill, Oscar Isaac, Adam Driver",2019,,"Action, Adventure, Fantasy"
Ant-Man and the Wasp,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins",2018,118 min,"Action, Adventure, Comedy"
Captain America: The First Avenger,Joe Johnston,"Chris Evans, Hugo Weaving, Samuel L. Jackson, Hayley Atwell",2011,124 min,"Action, Adventure, Sci-Fi"
Captive State,Rupert Wyatt,"John Goodman, Ashton Sanders, Jonathan Majors, Vera Farmiga",2019,109 min,"Sci-Fi, Thriller"
Overlord,Julius Avery,"Jovan Adepo, Wyatt Russell, Mathilde Ollivier, Pilou Asbæk",2018,110 min,"Action, Adventure, Horror"
Ready Player One,Steven Spielberg,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe",2018,140 min,"Action, Adventure, Sci-Fi"
Bird Box,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson",2018,124 min,"Drama, Horror, Sci-Fi"
Men in Black: International,F. Gary Gray,"Tessa Thompson, Chris Hemsworth, Rebecca Ferguson, Liam Neeson",2019,,"Action, Comedy, Sci-Fi"
Hellboy,Guillermo del Toro,"Ron Perlman, Doug Jones, Selma Blair, John Hurt",2004,122 min,"Action, Fantasy, Horror"
Iron Man,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges",2008,126 min,"Action, Adventure, Sci-Fi"
Solo: A Star Wars Story,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover",2018,135 min,"Action, Adventure, Fantasy"
Wonder Woman,Patty Jenkins,"Gal Gadot, Chris Pine, Robin Wright, Lucy Davis",2017,141 min,"Action, Adventure, Fantasy"
Interstellar,Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Jessica Chastain, Mackenzie Foy",2014,169 min,"Adventure, Drama, Sci-Fi"
Inception,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Ken Watanabe",2010,148 min,"Action, Adventure, Sci-Fi"
RoboCop,Paul Verhoeven,"Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox",1987,102 min,"Action, Crime, Sci-Fi"
Ender's Game,Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin",2013,114 min,"Action, Adventure, Fantasy"
WarGames,John Badham,"Matthew Broderick, Ally Sheedy, John Wood, Dabney Coleman",1983,114 min,"Sci-Fi, Thriller"
Planet of the Apes,Tim Burton,"Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan",2001,119 min,"Action, Adventure, Sci-Fi"
Deep Impact,Mimi Leder,"Robert Duvall, Téa Leoni, Elijah Wood, Morgan Freeman",1998,120 min,"Action, Drama, Romance"
Moon,Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw",2009,97 min,"Drama, Mystery, Sci-Fi"
Armageddon,Michael Bay,"Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler",1998,151 min,"Action, Adventure, Sci-Fi"
Mute,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux, Levi Eisenblätter",2018,126 min,"Mystery, Sci-Fi, Thriller"
The Truman Show,Peter Weir,"Jim Carrey, Ed Harris, Laura Linney, Noah Emmerich",1998,103 min,"Comedy, Drama, Sci-Fi"
The Hunger Games: Mockingjay - Part 2,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",2015,137 min,"Action, Adventure, Sci-Fi"
The Maze Runner,Wes Ball,"Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster",2014,113 min,"Action, Mystery, Sci-Fi"
Transformers: Age of Extinction,Michael Bay,"Mark Wahlberg, Nicola Peltz, Jack Reynor, Stanley Tucci",2014,165 min,"Action, Adventure, Sci-Fi"
Mortal Kombat,Paul W.S. Anderson,"Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa",1995,101 min,"Action, Adventure, Fantasy"
X-Men,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen",2000,104 min,"Action, Adventure, Sci-Fi"
Cube,Vincenzo Natali,"Nicole de Boer, Maurice Dean Wint, David Hewlett, Andrew Miller",1997,90 min,"Drama, Mystery, Sci-Fi"
Edge of Tomorrow,Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson",2014,113 min,"Action, Sci-Fi"
Independence Day,Roland Emmerich,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell",1996,145 min,"Action, Adventure, Sci-Fi"
War for the Planet of the Apes,Matt Reeves,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval",2017,140 min,"Action, Adventure, Drama"
Men in Black II,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle",2002,88 min,"Action, Adventure, Comedy"
Terminator 3: Rise of the Machines,Jonathan Mostow,"Arnold Schwarzenegger, Nick Stahl, Kristanna Loken, Claire Danes",2003,109 min,"Action, Sci-Fi"
Serenity,Steven Knight,"Matthew McConaughey, Anne Hathaway, Diane Lane, Jason Clarke",2019,106 min,"Drama, Mystery, Sci-Fi"
The 5th Wave,J Blakeson,"Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders",2016,112 min,"Action, Adventure, Drama"
Donnie Darko,Richard Kelly,"Jake Gyllenhaal, Jena Malone, Mary McDonnell, Holmes Osborne",2001,113 min,"Drama, Sci-Fi, Thriller"
Cloud Atlas,"Tom Tykwer, Lana Wachowski, Lilly Wachowski","Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving",2012,172 min,"Action, Drama, Mystery"
Valerian and the City of a Thousand Planets,Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna",2017,137 min,"Action, Adventure, Fantasy"
10 Cloverfield Lane,Dan Trachtenberg,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr., Douglas M. Griffin",2016,103 min,"Drama, Horror, Mystery"
Allegiant,Robert Schwentke,"Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts",2016,120 min,"Action, Adventure, Mystery"
"Honey, I Shrunk the Kids",Joe Johnston,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland",1989,93 min,"Adventure, Comedy, Family"
Men in Black 3,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement",2012,106 min,"Action, Adventure, Comedy"
Blade Runner 2049,Denis Villeneuve,"Harrison Ford, Ryan Gosling, Ana de Armas, Dave Bautista",2017,164 min,"Drama, Mystery, Sci-Fi"
The Incredible Hulk,Louis Leterrier,"Edward Norton, Liv Tyler, Tim Roth, William Hurt",2008,112 min,"Action, Adventure, Sci-Fi"
Captain America: Civil War,"Anthony Russo, Joe Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan",2016,147 min,"Action, Adventure, Sci-Fi"
Incredibles 2,Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner",2018,118 min,"Animation, Action, Adventure"
Annihilation,Alex Garland,"Natalie Portman, Jennifer Jason Leigh, Tessa Thompson, Benedict Wong",2018,115 min,"Adventure, Drama, Horror"
The House with a Clock in Its Walls,Eli Roth,"Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan",2018,105 min,"Comedy, Family, Fantasy"
Tinker',Sonny Marler,"Clayne Crawford, Christian Kane, Wilmer Calderon, Colt Crawford",2018,97 min,"Drama, Family, Sci-Fi"
Aliens,James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser",1986,137 min,"Action, Adventure, Sci-Fi"
"I, Robot",Alex Proyas,"Will Smith, Bridget Moynahan, Bruce Greenwood, Alan Tudyk",2004,115 min,"Action, Crime, Drama"
The Mist,Frank Darabont,"Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher",2007,126 min,"Horror, Sci-Fi"
Justice League Part Two,,"Gal Gadot, Joe Manganiello, Jesse Eisenberg",,,"Action, Sci-Fi"
A.I. Rising,Lazar Bodroza,"Sebastian Cavazza, Stoya, Marusa Majer, Kirsty Besterman",2018,85 min,"Drama, Romance, Sci-Fi"
Real Genius,Martha Coolidge,"Val Kilmer, Gabriel Jarret, Michelle Meyrink, William Atherton",1985,108 min,"Comedy, Romance, Sci-Fi"
Pacific Rim,Guillermo del Toro,"Idris Elba, Charlie Hunnam, Rinko Kikuchi, Charlie Day",2013,131 min,"Action, Adventure, Sci-Fi"
Chaos Walking,Doug Liman,"Tom Holland, Mads Mikkelsen, Daisy Ridley, Nick Jonas",2020,,"Adventure, Sci-Fi"
Mr. Nobody,Jaco Van Dormael,"Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham",2009,141 min,"Drama, Fantasy, Romance"
Sunshine,Danny Boyle,"Cillian Murphy, Rose Byrne, Chris Evans, Cliff Curtis",2007,107 min,"Adventure, Sci-Fi, Thriller"
Source Code,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright",2011,93 min,"Action, Drama, Sci-Fi"
G.I. Joe: The Rise of Cobra,Stephen Sommers,"Dennis Quaid, Channing Tatum, Marlon Wayans, Adewale Akinnuoye-Agbaje",2009,118 min,"Action, Adventure, Sci-Fi"
Thor,Kenneth Branagh,"Chris Hemsworth, Anthony Hopkins, Natalie Portman, Tom Hiddleston",2011,115 min,"Action, Adventure, Fantasy"
Captain America: The Winter Soldier,"Anthony Russo, Joe Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford",2014,136 min,"Action, Adventure, Sci-Fi"
Mad Max: Fury Road,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz",2015,120 min,"Action, Adventure, Sci-Fi"
Dune,Denis Villeneuve,"Jason Momoa, Zendaya, Josh Brolin, Rebecca Ferguson",2020,,"Adventure, Drama, Sci-Fi"
The New Mutants,Josh Boone,"Anya Taylor-Joy, Maisie Williams, Antonio Banderas, Alice Braga",2019,,"Action, Horror, Sci-Fi"
The Fifth Element,Luc Besson,"Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm",1997,126 min,"Action, Adventure, Sci-Fi"
Starship Troopers,Paul Verhoeven,"Casper Van Dien, Denise Richards, Dina Meyer, Jake Busey",1997,129 min,"Action, Adventure, Sci-Fi"
Bill & Ted Face the Music,Dean Parisot,"Keanu Reeves, William Sadler, Alex Winter",2020,,"Comedy, Music, Sci-Fi"
Maze Runner: The Death Cure,Wes Ball,"Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster",2018,143 min,"Action, Sci-Fi, Thriller"
Vanilla Sky,Cameron Crowe,"Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell",2001,136 min,"Fantasy, Mystery, Romance"
The Lost World: Jurassic Park,Steven Spielberg,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Vince Vaughn",1997,129 min,"Action, Adventure, Sci-Fi"
Predestination,"Michael Spierig, Peter Spierig","Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West",2014,97 min,"Drama, Mystery, Sci-Fi"
Signs,M. Night Shyamalan,"Mel Gibson, Joaquin Phoenix, Rory Culkin, Abigail Breslin",2002,106 min,"Drama, Mystery, Sci-Fi"
Spaceballs,Mel Brooks,"Mel Brooks, John Candy, Rick Moranis, Bill Pullman",1987,96 min,"Adventure, Comedy, Sci-Fi"
Lucy in the Sky,Noah Hawley,"Zazie Beetz, Dan Stevens, Natalie Portman, Jon Hamm",2019,,"Drama, Sci-Fi"
Replicas,Jeffrey Nachmanoff,"Keanu Reeves, Alice Eve, Thomas Middleditch, John Ortiz",2018,107 min,"Drama, Sci-Fi, Thriller"
Godzilla vs. Kong,Adam Wingard,"Alexander Skarsgård, Millie Bobby Brown, Eiza González, Danai Gurira",2020,,"Action, Drama, Sci-Fi"
X-Men: First Class,Matthew Vaughn,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon",2011,131 min,"Action, Adventure, Sci-Fi"
Star Trek: The Motion Picture,Robert Wise,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",1979,132 min,"Adventure, Mystery, Sci-Fi"
Battleship,Peter Berg,"Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna",2012,131 min,"Action, Adventure, Sci-Fi"
Riddick,David Twohy,"Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà",2013,119 min,"Action, Adventure, Sci-Fi"
X-Men: Apocalypse,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult",2016,144 min,"Action, Adventure, Sci-Fi"
Jurassic Park,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",1993,127 min,"Adventure, Sci-Fi, Thriller"
Star Trek Beyond,Justin Lin,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldana",2016,122 min,"Action, Adventure, Sci-Fi"
Star Wars: Episode I - The Phantom Menace,George Lucas,"Ewan McGregor, Liam Neeson, Natalie Portman, Jake Lloyd",1999,136 min,"Action, Adventure, Fantasy"
The Matrix Reloaded,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving",2003,138 min,"Action, Sci-Fi"
Despicable Me 3,"Kyle Balda, Pierre Coffin, Eric Guillon","Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove",2017,89 min,"Animation, Action, Adventure"
The Matrix Revolutions,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving",2003,129 min,"Action, Sci-Fi"
Teenage Mutant Ninja Turtles,Steve Barron,"Judith Hoag, Elias Koteas, Josh Pais, David Forman",1990,93 min,"Action, Adventure, Comedy"
Superman Returns,Bryan Singer,"Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden",2006,154 min,"Action, Adventure, Sci-Fi"
The Fly,David Cronenberg,"Jeff Goldblum, Geena Davis, John Getz, Joy Boushel",1986,96 min,"Drama, Horror, Sci-Fi"
Spy Kids 3-D: Game Over,Robert Rodriguez,"Daryl Sabara, Alexa PenaVega, Antonio Banderas, Carla Gugino",2003,84 min,"Action, Adventure, Comedy"
Dredd,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey, Rachel Wood",2012,95 min,"Action, Crime, Sci-Fi"
A-X-L,Oliver Daly,"Alex Neustaedter, Becky G, Alex MacNicoll, Dominic Rains",2018,98 min,"Action, Adventure, Family"
Transformers,Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",2007,144 min,"Action, Adventure, Sci-Fi"
Star Wars: Episode II - Attack of the Clones,George Lucas,"Hayden Christensen, Natalie Portman, Ewan McGregor, Christopher Lee",2002,142 min,"Action, Adventure, Fantasy"
The Road Warrior,George Miller,"Mel Gibson, Bruce Spence, Michael Preston, Max Phipps",1981,94 min,"Action, Adventure, Sci-Fi"
A.I. Artificial Intelligence,Steven Spielberg,"Haley Joel Osment, Jude Law, Frances O'Connor, Sam Robards",2001,146 min,"Adventure, Drama, Sci-Fi"
Passengers,Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne",2016,116 min,"Drama, Romance, Sci-Fi"
A Clockwork Orange,Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke",1971,136 min,"Crime, Drama, Sci-Fi"
Ant-Man,Peyton Reed,"Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly",2015,117 min,"Action, Adventure, Comedy"
Watchmen,Zack Snyder,"Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman",2009,162 min,"Action, Drama, Mystery"
Under the Skin,Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell",2013,108 min,"Drama, Horror, Sci-Fi"
Oblivion,Joseph Kosinski,"Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko",2013,124 min,"Action, Adventure, Sci-Fi"
V for Vendetta,James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea",2005,132 min,"Action, Drama, Sci-Fi"
Total Recall,Paul Verhoeven,"Arnold Schwarzenegger, Sharon Stone, Michael Ironside, Rachel Ticotin",1990,113 min,"Action, Sci-Fi, Thriller"
The Sand,Isaac Gabaeff,"Brooke Butler, Cleo Berry, Cynthia Murell, Dean Geyer",2015,84 min,"Comedy, Horror, Sci-Fi"
Blade,Stephen Norrington,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright",1998,120 min,"Action, Horror, Sci-Fi"
Hellboy II: The Golden Army,Guillermo del Toro,"Ron Perlman, Selma Blair, Doug Jones, John Alexander",2008,120 min,"Action, Adventure, Fantasy"
I Am Legend,Francis Lawrence,"Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield",2007,101 min,"Drama, Horror, Sci-Fi"
The Terminator,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield",1984,107 min,"Action, Sci-Fi"
Man of Steel,Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon, Diane Lane",2013,143 min,"Action, Adventure, Sci-Fi"
Stalker,Andrei Tarkovsky,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko",1979,162 min,"Drama, Sci-Fi"
Event Horizon,Paul W.S. Anderson,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson",1997,96 min,"Horror, Sci-Fi, Thriller"
Her,Spike Jonze,"Joaquin Phoenix, Amy Adams, Scarlett Johansson, Rooney Mara",2013,126 min,"Drama, Romance, Sci-Fi"
Deadpool,Tim Miller,"Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein",2016,108 min,"Action, Adventure, Comedy"
Batman v Superman: Dawn of Justice,Zack Snyder,"Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg",2016,151 min,"Action, Adventure, Fantasy"
Time Trap,"Mark Dennis, Ben Foster","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon",2017,87 min,"Action, Adventure, Sci-Fi"
The Running Man,Paul Michael Glaser,"Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown",1987,101 min,"Action, Sci-Fi, Thriller"
The Batman,Matt Reeves,,2021,,"Action, Crime, Drama"
Prometheus,Ridley Scott,"Noomi Rapace, Logan Marshall-Green, Michael Fassbender, Charlize Theron",2012,124 min,"Adventure, Mystery, Sci-Fi"
Extinction,Ben Young,"Michael Peña, Lizzy Caplan, Amelia Crouch, Erica Tremblay",2018,95 min,"Action, Drama, Sci-Fi"
John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Willem Dafoe, Samantha Morton",2012,132 min,"Action, Adventure, Sci-Fi"
Jurassic World,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Judy Greer",2015,124 min,"Action, Adventure, Sci-Fi"
Shaun the Sheep Movie: Farmageddon,"Will Becher, Richard Phelan","Justin Fletcher, Kate Harbour, John Sparkes",2019,,"Animation, Adventure, Comedy"
Life,Daniel Espinosa,"Jake Gyllenhaal, Rebecca Ferguson, Ryan Reynolds, Hiroyuki Sanada",2017,104 min,"Horror, Sci-Fi, Thriller"
The Wandering Earth,Frant Gwo,"Jing Wu, Chuxiao Qu, Guangjie Li, Man-Tat Ng",2019,125 min,Sci-Fi
Fantastic Four,Tim Story,"Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba",2005,106 min,"Action, Adventure, Fantasy"
They Live,John Carpenter,"Roddy Piper, Keith David, Meg Foster, George 'Buck' Flower",1988,94 min,"Action, Horror, Sci-Fi"
Aniara,"Pella Kagerman, Hugo Lilja","Emelie Jonsson, Bianca Cruzeiro, Arvin Kananian, Anneli Martini",2018,106 min,"Drama, Sci-Fi"
Waterworld,Kevin Reynolds,"Kevin Costner, Jeanne Tripplehorn, Dennis Hopper, Tina Majorino",1995,135 min,"Action, Adventure, Sci-Fi"
Back to the Future,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Crispin Glover",1985,116 min,"Adventure, Comedy, Sci-Fi"
Doctor Strange,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong",2016,115 min,"Action, Adventure, Fantasy"
Iron Man 2,Jon Favreau,"Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow, Don Cheadle",2010,124 min,"Action, Adventure, Sci-Fi"
Iron Man 3,Shane Black,"Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle",2013,130 min,"Action, Adventure, Sci-Fi"
The Hunger Games,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Stanley Tucci",2012,142 min,"Action, Adventure, Sci-Fi"
Spider-Man 3,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church",2007,139 min,"Action, Adventure, Sci-Fi"
The Giver,Phillip Noyce,"Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift",2014,97 min,"Drama, Romance, Sci-Fi"
The Amazing Spider-Man,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan",2012,136 min,"Action, Adventure, Sci-Fi"
Snowpiercer,Joon-ho Bong,"Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris",2013,126 min,"Action, Drama, Sci-Fi"
The Cloverfield Paradox,Julius Onah,"Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz",2018,102 min,"Drama, Horror, Mystery"
X2: X-Men United,Bryan Singer,"Patrick Stewart, Hugh Jackman, Halle Berry, Ian McKellen",2003,134 min,"Action, Adventure, Sci-Fi"
Cell,Tod Williams,"John Cusack, Samuel L. Jackson, Isabelle Fuhrman, Clark Sarullo",2016,98 min,"Action, Drama, Horror"
Blade Runner,Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos",1982,117 min,"Sci-Fi, Thriller"
Hulk,Ang Lee,"Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas",2003,138 min,"Action, Sci-Fi"
Ex Machina,Alex Garland,"Alicia Vikander, Domhnall Gleeson, Oscar Isaac, Sonoya Mizuno",2014,108 min,"Drama, Mystery, Sci-Fi"
The League of Extraordinary Gentlemen,Stephen Norrington,"Sean Connery, Stuart Townsend, Peta Wilson, Jason Flemyng",2003,110 min,"Action, Adventure, Fantasy"
The Darkest Minds,Jennifer Yuh Nelson,"Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson",2018,104 min,"Action, Adventure, Drama"
Journey 2: The Mysterious Island,Brad Peyton,"Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzmán",2012,94 min,"Action, Adventure, Comedy"
Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,"Megan Fox, Will Arnett, Tyler Perry, Laura Linney",2016,112 min,"Action, Adventure, Comedy"
Gemini Man,Ang Lee,"Mary Elizabeth Winstead, Will Smith, Douglas Hodge, Clive Owen",2019,,"Action, Drama, Sci-Fi"
Serenity,Joss Whedon,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor, Alan Tudyk",2005,119 min,"Action, Adventure, Sci-Fi"
Bill & Ted's Excellent Adventure,Stephen Herek,"Keanu Reeves, Alex Winter, George Carlin, Terry Camilleri",1989,90 min,"Adventure, Comedy, Music"
Life Like,Josh Janowicz,"Addison Timlin, Steven Strait, James D'Arcy, Drew Van Acker",2019,95 min,"Sci-Fi, Thriller"
Hotel Artemis,Drew Pearce,"Jodie Foster, Sofia Boutella, Dave Bautista, Sterling K. Brown",2018,94 min,"Action, Crime, Drama"
The Suicide Squad,James Gunn,"Margot Robbie, Idris Elba, Jared Leto, Jai Courtney",2021,,"Action, Adventure, Fantasy"
Avatar,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez",2009,162 min,"Action, Adventure, Fantasy"
The Predator,Shane Black,"Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key",2018,107 min,"Action, Adventure, Sci-Fi"
Black Mirror: Bandersnatch,David Slade,"Fionn Whitehead, Craig Parkinson, Alice Lowe, Asim Chaudhry",2018,90 min,"Drama, Mystery, Sci-Fi"
MFKZ,"Shôjirô Nishimi, Guillaume Renard","Orelsan, Gringe, Redouanne Harjane, Féodor Atkine",2017,94 min,"Animation, Action, Comedy"
Men in Black,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio",1997,98 min,"Adventure, Comedy, Mystery"
Batman & Robin,Joel Schumacher,"Arnold Schwarzenegger, George Clooney, Chris O'Donnell, Uma Thurman",1997,125 min,"Action, Sci-Fi"
Terminator Salvation,McG,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood",2009,115 min,"Action, Adventure, Sci-Fi"
