movie,directors,stars,year,runtime,genres
Frankenstein Reborn ,Leigh Scott,"Rhett Giles, Thomas Downey, Jeff Denton, Joel Hebner, Eliza Swenson",2005, 1h 24m,"Horror, Science Fiction, Thriller"
Dr. Jekyll and Mr. Hyde ,John S. Robertson,"John Barrymore, Brandon Hurst, Martha Mansfield, Charles Lane, Cecil Clovelly",1920, 1h 7m,"Drama, Horror, Science Fiction"
Prehistoric Bimbos in Armageddon City ,"Charles Monroe, Mike Hellman, Todd Sheets","Tonia Monahan, Holly Starr, Matthew Lewis, Jenny Admire, Veronica Orr",1991, 1h 8m,"Science Fiction, Comedy"
The Brides of Fu Manchu ,Don Sharp,"Christopher Lee, Douglas Wilmer, Heinz Drache, Marie Versini, Howard Marion-Crawford",1966, 1h 34m,"Action, Crime, Horror, Science Fiction"
Scanner Cop ,Pierre David,"Daniel Quinn, Darlanne Fluegel, Richard Grove, Mark Rolston, Richard Lynch",1994, 1h 35m,"Science Fiction, Horror"
House of Frankenstein ,Erle C. Kenton,"Boris Karloff, J. Carrol Naish, Lon Chaney Jr., Elena Verdugo, John Carradine",1944, 1h 11m,"Horror, Science Fiction"
Advantageous ,Jennifer Phang,"Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Jennifer Ehle",2015, 1h 32m,"Science Fiction, Drama"
"Supernova: The Knight, the Princess, & Shooting Star ",Rizal Mantovani,"Herjunot Ali, Raline Shah, Paula Verhoeven, Arifin Putra, Hamish Daud",2014, 2h 15m,"Drama, Science Fiction"
Gambit ,Gore Verbinski,"Channing Tatum, Lizzy Caplan",2020, -,"Action, Fantasy, Science Fiction"
The Black Tulip ,"Aaron Schmidt, Ben Mears","Ashley Bell, Christian Wennberg",2013, 0h 10m,"Science Fiction, Romance, Drama"
The Invisibles ,Sergey Komarov,"Ilya Lyubimov, Ekaterina Guseva, Yuriy Kutsenko, Andrey Merzlikin, Irina Rozanova",2013, 1h 40m,"Science Fiction, Comedy"
Dirty Pair Flash: Vol. 3: Random Angels ,"Tsukasa Dokite, Tomomi Mochizuki","Rica Matsumoto, Mariko Kouda, Shigezou Sasaoka, Kiyoshi Kobayashi",1995, 2h 15m,"Science Fiction, Action, Adventure, Comedy"
Spark: A Space Tail ,Aaron Woodley,"Jessica Biel, Hilary Swank, Susan Sarandon, Jace Norman, Patrick Stewart",2017, 1h 37m,"Adventure, Animation, Comedy, Family, Science Fiction"
Plan 9 ,John Johnson,"Brian Krause, Mister Lobo, Matthew Ewald, Sarah Eshleman, Conrad Brooks",2015, 1h 42m,"Science Fiction, Horror"
Northfork ,Michael Polish,"James Woods, Nick Nolte, Claire Forlani, Daryl Hannah, Douglas Sebern",2003, 1h 43m,"Fantasy, Drama, Science Fiction"
Two Friends ,Paw Charlie Ravn,"Nicklas Holck Christensen, Oliver Ryborg, Vigga Bro",2010, 0h 8m,"Drama, Animation, Science Fiction"
Stellar Chronicles ,Marcelo N. Reis,"Marcelo Castanheira, Babi Chagas, Luana Dias, Leandro Sherman, Yalunara Locatelli",2014, -,Science Fiction
Closet Cases of the Nerd Kind ,Rick Harper,"Stan Greiwe, Hennen Chambers, Debby Danzara, Laurence Wright, Luverne Mitchell",1980, 0h 12m,"Mystery, Comedy, Science Fiction"
The Man Monkey ,Georges Monca,André Deed,1909, 0h 11m,"Comedy, Science Fiction"
Fungicide ,Dave Wascavage,"Dave Bonavita, Wes Miller, Dave Wascavage, Edward Wascavage, Loretta Wascavage",2002, 1h 24m,"Comedy, Science Fiction, Horror"
The Man Who Used to Be Me ,Jeff Woolnough,"William Devane, Rob Estes, Laurie Holden, Doug Abrahams, Tosca Baggoo",2000, 1h 28m,"Science Fiction, Thriller"
Wanna-Be's ,Yasuo Hasegawa,"Eriko Hara, Miki Takahashi, Dêmon Kogure, Eiko Yamada, Fumihiko Tachiki",1986, 0h 45m,Science Fiction
The Secret of the Secret Weapon ,Alexandru Tatos,"Victor Rebengiuc, Mircea Diaconu, Carmen Galin, Mitică Popescu, Horatiu Malaele",1988, 1h 28m,"Comedy, Science Fiction"
Nightmare Code ,Mark Netter,"Andrew J. West, Meiling Melançon, Googy Gress, Ivan Shaw, Nicholas Guest",2014, 1h 30m,"Horror, Science Fiction, Thriller"
Sharkansas Women's Prison Massacre ,Jim Wynorski,"Dominique Swain, Traci Lords, Christine Nguyen, Cindy Lucas, Amy Holt",2015, 1h 24m,"TV Movie, Science Fiction, Action, Horror"
Collision Point: The Race to Clean Up Space ,Brian Macdonald,Ed Harris,2014, 0h 22m,Science Fiction
The Witches Cave ,Yuriy Moroz,"Sergey Zhigunov, Marina Levtova, Nikolai Karachentsov, Dmitriy Pevtsov, Igor Yasulovich",1989, 1h 21m,"Fantasy, Science Fiction, Adventure, Romance"
Design for Dreaming ,William Beaudine,"Tad Tadlock, Marc Breaux, Thurl Ravenscroft",1956, 0h 10m,"Music, Science Fiction"
Cargo ,"Ivan Engler, Ralph Etter","Martin Rapold, Anna-Katharina Schwabroh, Regula Grauwiller, Yangzom Brauen, Michael Finger",2009, 2h 0m,"Thriller, Mystery, Science Fiction"
Next Door ,Drew Mylrea,"Amanda Westlake, Jake Regal, Jodi Carol Harrison",2014, 0h 12m,"Action, Science Fiction, Comedy"
Madrid en el año 2000 ,Manuel Noriega,"Roberto Rey, Javier de Rivera, Amalia Sanz Cruzado",1925, -,Science Fiction
Streak of Luck ,"Aleksandr Majorov, Semyon Morozov, Yevgeni Gerasimov","Oleg Shtefanko, Natalya Vavilova, Svetlana Nemolyaeva, Galina Polskikh, Vyacheslav Nevinnyy",1983, 1h 27m,"Fantasy, Science Fiction, Comedy, Drama"
Television: Czech Version ,Julius Lébl,"Máňa Ženíšková, Marie Ptáková, Jiří Hron, Robert Ford, Theodor Pištěk",1931, -,"Science Fiction, Comedy"
Dune - Bedrohung des Imperiums ,,Alec Newman,2003, -,Science Fiction
Hungry for You ,Dimitri Logothetis,"Michael Phenicie, Rochelle Swanson, Gary Wood, Gary Hudson",1996, 1h 32m,Science Fiction
Assumption of Risk ,Mark Kochanowicz,,2014, 1h 37m,"Thriller, Mystery, Science Fiction"
The Electronic Diaries ,Lynn Hershman Leeson,,1996, 1h 15m,"Documentary, Science Fiction"
Domonic ,Juan Cruz,"José Coronado, Terele Pávez",2014, 0h 12m,Science Fiction
The Mourning ,Marc Clebanoff,"Michael Rene Walton, Louis Mandylor, Dominique Swain, Sally McDonald, Kinga Philipps",2015, 1h 46m,"Science Fiction, Thriller, Drama, Mystery"
God of Thunder ,Thomas Shapiro,"Max Aria, Jacqui Holland, Preston James Hillier, Jenny Allford, Al Burke",2015, 1h 31m,Science Fiction
Thousandth Street ,"Ghali Ouazzany, Jérémy Nguyen, Alexis Amant","Mathieu Montbazet, Olivier Dobremel, Danielle Harrell",2013, 0h 7m,Science Fiction
Ravager ,James D. Deck,"Bruce Payne, Yancy Butler, Juliet Landau, Stanley Kamel, Robin Sachs",1997, 1h 32m,"Science Fiction, Horror"
Biohazardous ,Michael J. Hein,"Sprague Grayden, David Lee Garver, Katheryn Winnick, Michele Santopietro, Jon Avner",2001, 1h 35m,"Action, Science Fiction, Horror, Mystery"
Earthfall ,Steven Daniels,"Joe Lando, Michelle Stafford, Denyse Tontz, Andrew Elvis Miller, Lou Ferrigno Jr.",2015, 1h 29m,"Action, Science Fiction"
The Big Everything ,Nicolas Bazz,"Jauris Casanova, Hélène Seuzaret, Benjamin Boyer, Laure Gouget, Pierre-Alain de Garrigues",2015, 2h 7m,"Adventure, Science Fiction"
3%,"Daina Giannecchini, Jotagá Crema, Dani Libardi","Julia Ianina, Geraldo Rodrigues, Rita Batata, Leandro D'Errico, Thiago Franco Balieiro",2011, 0h 27m,"Science Fiction, Drama, Fantasy"
Alien Babes ,Milos Twilight,"Kristin Novak, Alena Novotna, Lenka Stara",2009, 1h 30m,Science Fiction
The Island of the Lost ,Urban Gad,"Fritz Beckmann, Hans Behrendt, Umberto Guarracino, Nien Tso Ling, Hermann Picha",1921, 1h 18m,Science Fiction
Inside Out 2 ,"John Wentworth, Martin Donovan, Nicholas Brandt, Nigel Dick, Yuri Sivo, Linda Hassani, Paul Rachman, Tony Randel","Michael Boston, Melodee Bowman, Linda Carol, Jack Carter, George Buck Flower",1992, 1h 30m,"Fantasy, Science Fiction"
Flash Gordon ,Mike Hodges,"Sam Jones, Melody Anderson, Max von Sydow, Chaim Topol, Ornella Muti",1980, 1h 51m,Science Fiction
Martian Land ,Scott Wheeler,"Alan Pietruszewski, Lane Townsend, Jennifer Dorogi, Arianna Afsar, Chloe Farnworth",2015, 1h 30m,"Adventure, Science Fiction, Action, Horror"
Doctor Who: City of Death ,Michael Hayes,"Tom Baker, Lalla Ward, Julian Glover, Catherine Schell, David Graham",1979, 1h 40m,"Action, Adventure, Drama, Science Fiction"
Oblivious Memory ,Ruy Guerra,"João Miguel, Tony Ramos, Mariana Ximenes, Charles Fricks, Flávio Bauraqui",2016, 1h 35m,"Adventure, Drama, Science Fiction"
Glow ,Douglas Jessup,,2013, 0h 16m,Science Fiction
Rebirth of Mothra III ,Okihiro Yoneda,"Megumi Kobayashi, Misato Tate, Aki Hano, Atsushi Ônita, Tsutomu Kitagawa",1998, 1h 39m,"Action, Science Fiction, Fantasy"
Star Pile ,"Nikolai Kopeykin, Andrey Kagadeev","Sergey Shnurov, Andrey Kagadeev, Nikolai Kopeykin, Sergei Kagadeev, Tatyana Kolganova",2012, 1h 56m,"Science Fiction, Comedy"
Theodore Rex ,Jonathan R. Betuel,"Whoopi Goldberg, George Newbern, Richard Roundtree, Carol Kane, Armin Mueller-Stahl",1995, 1h 32m,"Fantasy, Science Fiction, Family"
Cassette Girl ,Hiroyasu Kobayashi,"Megumi Hayashibara, Kouichi Yamadera",2015, 0h 7m,"Action, Animation, Comedy, Crime, Music, Science Fiction"
From Out ,Zachary KerrHolden,"Matt Fentiman, Jess Smith, Bill Marchant",2015, 0h 16m,"Mystery, Science Fiction, Thriller, Drama"
RocketMan ,Stuart Gillard,"Harland Williams, Jessica Lundy, William Sadler, Beau Bridges, Jeffrey DeMunn",1997, 1h 35m,"Comedy, Family, Science Fiction"
American Hero ,Nick Love,"Stephen Dorff, Eddie Griffin, Bill Billions, Jonathan Billions",2015, 1h 26m,"Action, Comedy, Science Fiction"
Outer Osmo Ghost Mode ,"Alan Palomo, Johnny Woods",,2012, 0h 11m,"Science Fiction, Animation"
Explode RU486 ,Jesse De Greef,,2006, 0h 20m,Science Fiction
Operation Naked ,Mario Sixtus,"Sarah Rebecca Gerstner, Gábor Biedermann, Sinan Al Kuri, Hans Hohlbein, Olaf Burmeister",2016, -,Science Fiction
The Reluctant Astronaut ,Edward Montagne,"Don Knotts, Leslie Nielsen, Joan Freeman, Jesse White, Jeanette Nolan",1967, 1h 41m,"Science Fiction, Comedy, Family"
Sticky Drama ,"Daniel Lopatin, Jon Rafman",,2015, 0h 11m,"Music, Science Fiction"
Back to the Planet of the Apes ,"Don Weis, Arnold Laven","Ron Harper, James Naughton, Roddy McDowall, Royal Dano, Woodrow Parfrey",1981, -,"Action, Thriller, Adventure, Science Fiction, TV Movie"
I.F.O. (Identified Flying Object) ,Ulli Lommel,"Carey Shearer, Kim Kincaid, Paul Rugg, Marc Drotman, Anthony R. Lovett",1987, 1h 29m,"Action, Thriller, Science Fiction"
Knockers ,Arnaud Mangin,"Sophie Attelann, Gigi Ledron, Stéphanie Siebering, Muriel Hirsch, Jean Pennec",2016, 0h 24m,"Comedy, Horror, Science Fiction"
Lone ,Timothy Plain,,2014, 0h 4m,Science Fiction
The Rift ,Dejan Zečević,"Katarina Čas, Ken Foree, Monte Markham, Dragan Mićanović, Denis Murić",2016, 1h 30m,"Thriller, Horror, Science Fiction"
Secret of the Andes ,Alejandro Azzano,"José Luis Alfonzo, Nancy Allen, Rodrigo Barrena, Camilla Belle",1999, 1h 35m,"Action, Adventure, Family, Fantasy, Science Fiction, Thriller"
Digital Ghost ,Thomas Wolff,"Kerstin Klinz, Judith Hoersch, Erich Redman, Ernst Meincke",2000, -,Science Fiction
Dream of a Warrior ,Park Hee-jun,"Leon Lai, Lee Na-young, Park Eun-hye, Yoon Tae-young",2001, 1h 40m,"Drama, Action, Science Fiction, Romance"
Godzilla vs. Hedorah ,Yoshimitsu Banno,"Akira Yamauchi, Toshie Kimura, Hiroyuki Kawase, Keiko Mari, Toshio Shiba",1971, 1h 27m,"Science Fiction, Drama, Horror"
The Naive Man From Lolliland ,J.G. Quintel,Sam Marin,2005, 0h 5m,"Science Fiction, Comedy, Animation"
Secondary Education ,Jon Truei,"Cosmo Sher, Josh Green, Michelle Cutolo, Eric Raymond Lim, Jae Greene",2013, 0h 12m,"Science Fiction, Action, Adventure"
Officer Downe ,Shawn Crahan,"Kim Coates, Tyler Ross, Lauren Vélez, Samuel Witwer, Lindsay Pulsipher",2016, 1h 28m,"Action, Comedy, Science Fiction"
Geobreeders 2: Breakthrough ,"Shin Misawa, Kiyoshi Fukumoto","Narumi Hidaka	, Aya Hisakawa, Shin-ichiro Miki, Mayumi Iizuka",2000, 2h 0m,"Fantasy, Animation, Action, Comedy, Science Fiction, Adventure"
Nerd Hunter 3004 ,Jon Schnepp,"Eric Hoffman, Michael Busch, Bill Chott, Jim Coughlin, Rich Fulcher",2004, 0h 8m,"Science Fiction, Comedy"
The Black Widow ,"Fred C. Brannon, Spencer Gordon Bennet","Bruce Edwards, Virginia Lee, Carol Forman, Anthony Warde, Ramsay Ames",1947, 3h 0m,"Action, Science Fiction"
Shinjuku Boy Detectives ,Masafumi Fuchii,"Masaki Aiba, Kyoko Fukada, Mariko Kaga, Jun Matsumoto",1998, 1h 43m,"Science Fiction, Mystery, Family"
The Sector ,Josh Ridgway,"Eric Roberts, Richard Tyson, Lance Henriksen, John Wesley Shipp, Vernon Wells",2016, 1h 26m,"Action, Science Fiction"
Get My Revenge ,Atsushi Muroga,"Masaru Mizuno, Maryjun Takahashi, Yutaka Kobayashi, Shunsuke Tanaka, Honda Takafumi",2016, 1h 38m,"Science Fiction, Thriller"
Planet of the Sharks ,Mark Atkins,"Brandon Auret, Stephanie Beran, Lindsay Sullivan, Lauren Joseph, Daniel Barnett",2016, 1h 25m,"Action, Horror, Science Fiction"
Galactic Pirates Cat’s Feast ,Katsuhisa Yamada,"Ken'yuu Horiuchi, Kaneto Shiozawa, Yuji Mitsuya, Shinji Ogawa",1990, -,"Action, Adventure, Animation, Comedy, Science Fiction"
The Hideous Sun Demon ,"Tom Boutross, Robert Clarke","Robert Clarke, Patricia Manning, Nan Peterson, Patrick Whyte, Fred La Porta",1958, 1h 14m,"Horror, Science Fiction"
Assault Girls ,Mamoru Oshii,"Yoshikazu Fujiki, Rinko Kikuchi, Meisa Kuroki, Hinako Saeki",2009, 1h 5m,"Science Fiction, Action"
Far from Eden ,Carlos Amaral,"Vítor Correia, Catarina Lacerda, Mário Gomes, Nuno Preto, Paulo Calatré",2013, 0h 15m,Science Fiction
Guy: Double Target ,Yorihisa Uchida,"Kazue Ikura, Kouichi Yamadera, Gara Takashima, Hirotaka Suzuoki",1990, 1h 10m,"Comedy, Action, Animation, Science Fiction"
Gall Force: New Era ,Katsuhito Akiyama,"Naoko Watanabe, Miki Ishioka, Chisa Yokoyama, Yuri Shiratori",1990, 1h 30m,"War, Action, Animation, Science Fiction"
Creation ,Grzegorz Kruszewski,"Grzegorz Kruszewski, Jan Machulski, Ryszard Mróz, Maria Probosz",1989, 0h 18m,"Drama, Science Fiction, Comedy"
Zontar: The Thing from Venus ,Larry Buchanan,"John Agar, Susan Bjurman, Tony Huston, Pat Delaney, Neil Fletcher",1966, 1h 20m,"Horror, Science Fiction, TV Movie"
Madara ,Yuji Moriyama,"Kappei Yamaguchi, Naoki Tatsuta, Kazuki Yao, Chieko Honda",1991, 2h 0m,"Fantasy, Action, Animation, Adventure, Science Fiction"
The Unquenchable Thirst for Beau Nerjoose ,Johnny Buell,"Jeffrey Janoff, John Branch, Linnea Quigley, Richard Bain, Whim Grace",2016, -,"Science Fiction, Comedy, Music, Adventure"
Astral ,Chris Mul,"Frank Dillane, Catherine Steadman, Trevor White, Darwin Shaw, Vanessa Grasse",2018, 1h 23m,"Drama, Science Fiction, Thriller, Horror"
Casanova Trainer ,Jasper Strik,"Hank Botwinik, Rebecca van de Luitgaarden, Nicky Streek",2016, 0h 6m,"Comedy, Science Fiction"
Full Metal Yakuza ,Takashi Miike,"Tomoro Taguchi, Tsuyoshi Ujiki, Takeshi Caesar, Kazuki Kitamura, Yuichi Minato",1997, 1h 42m,"Action, Comedy, Crime, Horror, Science Fiction"
Mr. India ,Shekhar Kapur,"Anil Kapoor, Sridevi, Amrish Puri, Satish Kaushik, Annu Kapoor",1987, 2h 59m,"Action, Adventure, Science Fiction"
Andromeda Nebula ,Yevgeni Sherstobitov,"Sergei Stolyarov, Vija Artmane, Nikolai Kryukov, Lyudmila Chursina, Marina Yurasova",1967, 1h 17m,"Science Fiction, Romance"
Lunas Rojas ,Samari Vega,"Arturo Lizardi, Sandra Ortiz, Isabelle Lizardi, Trini Menéndez",2016, -,"Thriller, Science Fiction"
Polish Legends: Operation Basilisk ,Tomek Baginski,"Paweł Domagała, Olaf Lubaszenko, Michalina Olszańska, Piotr Machalica",2016, 0h 17m,Science Fiction
Empire of the Ants ,Bert I. Gordon,"Joan Collins, Robert Lansing, John David Carson, Albert Salmi, Jacqueline Scott",1977, 1h 29m,"Horror, Science Fiction"
Vampiro: Warrior of the Night ,José Nieto Ramírez,Ian Hodgkinson,1993, 1h 30m,"Science Fiction, Action, Horror"
Marjorie Prime ,Michael Almereyda,"Jon Hamm, Geena Davis, Tim Robbins, Lois Smith, Stephanie Andujar",2017, 1h 39m,"Drama, Science Fiction"
Black Hollow Cage ,Sadrac González,"Julian Nicholson, Marc Puiggener, Lucy Tillett, Haydée Lysander, Lowena McDonell",2017, 1h 56m,"Thriller, Science Fiction, Drama, Horror"
Mobile Suit Gundam: The Origin V – Clash at Loum ,Yoshikazu Yasuhiko,"Megumi Han, Banjou Ginga, Akio Otsuka, Shuuichi Ikeda, Jin Urayama",2017, 1h 24m,"Action, Animation, Science Fiction, War"
The Horror of Party Beach ,Del Tenney,"John Scott, Alice Lyon, Allan Laurel, Eulabelle Moore, Marilyn Clarke",1964, 1h 18m,"Horror, Music, Science Fiction"
Last Lives ,Worth Keeter,"Jennifer Rubin, Billy Wirth, Judge Reinhold, C. Thomas Howell, Ray Bouchard",1997, 2h 0m,Science Fiction
Melpomenos ,"Mintra Greer, Paul Kisling",Christina Larkins,2013, 0h 25m,Science Fiction
Hyprocrisy ,Syafiq Yusof,"Syamsul Yusof, Pekin Ibrahim, C. Kumaresan, Aida Rahim, Bella Dally",2016, 1h 56m,"Science Fiction, Thriller"
The Perfect Woman ,"Robert Emenegger, Allan Sandler","Fred Willard, Joanne Nail, Barry Gordon, Cameron Mitchell, Marie Windsor",1981, 1h 30m,"Science Fiction, Comedy"
Tokusou Sentai Dekaranger: 10 YEARS AFTER ,Noboru Takemoto,"Ryuji Sainei, Tsuyoshi Hayashi, Yousuke Itou, Ayumi Kinoshita, Mika Kikuchi",2015, 0h 45m,"Action, Adventure, Science Fiction"
Myosis ,"Emmanuel Asquier-Brassart, Thibaud Petitpas, Adrien Gromelle, Guillaume Dousse, Ricky Cometa",,2014, 0h 4m,"Science Fiction, Animation, Drama"
Anti Matter ,Keir Burrows,"Yaiza Figueroa, Philippa Carson, Tom Barber-Duffy, Noah Maxwell Clarke, James Farrar",2016, 1h 49m,Science Fiction
Mind Blown ,Christian Sesma,"Luke Goss, Monique Parent, Jessica Uberuaga, Jon Mack, Mary Christina Brown",2016, 1h 22m,"Action, Thriller, Science Fiction"
Cube ,Vincenzo Natali,"Nicole de Boer, Nicky Guadagni, David Hewlett, Andrew Miller, Julian Richings",1997, 1h 30m,"Thriller, Science Fiction, Mystery"
The Edge of Destruction ,"Richard Martin, Frank Cox","William Hartnell, Carole Ann Ford, Jacqueline Hill, William Russell",1964, 0h 50m,"Drama, Science Fiction, Action, Adventure"
Himitsu Sentai Gorenger: The Red Death Match ,Katsuhiko Taguchi,"Naoya Makoto, Hiroshi Miyauchi, Baku Hatakeyama, Lisa Komaki, Yukio Itô",1976, 0h 30m,"Science Fiction, Action, Adventure"
Doctor Who: The Myth Makers ,Michael Leeston-Smith,"William Hartnell, Maureen O'Brien, Peter Purves, Adrienne Hill",1965, 1h 40m,"Science Fiction, Action, Adventure, Drama"
Doctor Who: The Dalek Invasion of Earth ,Richard Martin,"William Hartnell, Carole Ann Ford, Jacqueline Hill, William Russell",1964, 2h 30m,"Drama, Action, Adventure, Science Fiction"
Major Grom ,Vladimir Besedin,"Aleksandr Gorbatov, Ivan Fominov, Anton Kuznetsov, Danila Yakushev, Oysel More Despaygne",2017, 0h 27m,"Action, Adventure, Science Fiction, Drama"
Doctor Who: The Krotons ,David Maloney,"Patrick Troughton, Frazer Hines, Wendy Padbury",1968, 1h 40m,"Drama, Action, Adventure, Science Fiction"
Friend of the World ,Brian Patrick Butler,"Nick Young, Alexandra Slade, Michael C. Burgess, Kathryn Schott, Kevin Smith",2018, -,"Comedy, Drama, Horror, Science Fiction, Thriller, War"
Doctor Who: Delta and the Bannermen ,Chris Clough,"Sylvester McCoy, Bonnie Langford, Don Henderson, Belinda Mayne, Richard Davies",1987, 1h 15m,"Drama, Action, Adventure, Science Fiction"
Heart of a Dog ,Vladimir Bortko,"Evgeniy Evstigneev, Boris Plotnikov, Vladimir Tolokonnikov, Nina Ruslanova, Olga Melikhova",1988, 2h 16m,"Drama, Comedy, Science Fiction"
Oitavo Homem: O Policial do Futuro ,"Sumiyoshi Furakawa, Carl Macek",,1993, -,"Science Fiction, Animation, Drama"
Doctor Who: Terminus ,Mary Ridge,"Peter Davison, Sarah Sutton, Janet Fielding, Mark Strickson, Valentine Dyall",1983, 1h 40m,"Drama, Action, Adventure, Science Fiction"
Doctor Who: Carnival of Monsters ,Barry Letts,"Jon Pertwee, Katy Manning",1973, 1h 40m,"Drama, Action, Adventure, Science Fiction"
A-X-L ,Oliver Daly,"Alex Neustaedter, Becky G, Lucy Hale, Thomas Jane, Ted McGinley",2018, 1h 38m,"Science Fiction, Action, Adventure, Family"
Slice of Life ,Luka Hrgović,"Anton Svetić, Ivica Pušticki, Emilija Habulin, Duje Medić, Luka Hrgović",2017, 1h 30m,"Action, Science Fiction, Thriller"
Dengeki Sentai Changeman: The Movie ,Nagafumi Hori,"Haruki Hamada, Takahashi Kazuoki, Shirô Izumi, Hiroko Nishimoto, Mai Ooishi",1985, 0h 25m,"Science Fiction, Action, Adventure, Fantasy"
Red Ash: Gearworld ,Yuta Sano,"Yuuki Kaji, Fumiko Uchimura, Rikumi Moriwaki, Youhei Hamada, Norito Abe",2017, 0h 25m,"Action, Animation, Science Fiction"
Doctor Who: The Robots of Death ,Michael E. Briant,"Tom Baker, Louise Jameson, Russell Hunter, Pamela Salem, David Bailie",1977, 1h 36m,"Action, Adventure, Drama, Science Fiction"
Kidou Keiji Jiban: Great Explosion at the Monster Factory of Fear ,Michio Konishi,"Shouhei Kusaka, Shozo Iizuka, Konomi Mashita, Hajime Izu, Michiko Enokida",1989, 0h 25m,"Action, Adventure, Crime, Science Fiction"
Black Wake ,Jeremiah Kipp,"Nana Gouvea, Tom Sizemore, Eric Roberts, Jonny Beauchamp, Vincent Pastore",2018, 1h 31m,"Horror, Science Fiction, Thriller, TV Movie"
