genres,movie,directors,link,stars,year,runtime
617,Invasion of the Body Snatchers,Philip Kaufman,,"Donald Sutherland, Brooke Adams, Jeff Goldblum, Veronica Cartwright",1978,115 min
618,Absolutely Anything,Terry Jones,,"Simon Pegg, Kate Beckinsale, Sanjeev Bhaskar, Rob Riggle",2015,85 min
619,2036 Origin Unknown,Hasraf Dulull,,"Katee Sackhoff, Ray Fearon, Julie Cox, Steven Cree",2018,94 min
620,RoboCop 2,Irvin Kershner,,"Peter Weller, John Glover, Mario Machado, Leeza Gibbons",1990,117 min
621,Star Trek IV: The Voyage Home,Leonard Nimoy,,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",1986,119 min
622,Strange Days,Kathryn Bigelow,,"Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore",1995,145 min
623,Circle,"Aaron Hann, Mario Miscione",,"Allegra Masters, Aimee McKay, Ashley Key, Autumn Federici",2015,87 min
624,Equals,Drake Doremus,,"Nicholas Hoult, Kristen Stewart, Vernetta Lopez, Scott Lawrence",2015,101 min
625,Womb,Benedek Fliegauf,,"Eva Green, Matt Smith, Lesley Manville, Peter Wight",2010,111 min
751,Monsters,Gareth Edwards,,"Scoot McNairy, Whitney Able, Mario Zuniga Benavides, Annalee Jefferies",2010,94 min
668,Swamp Thing,Wes Craven,,"Louis Jourdan, Adrienne Barbeau, Ray Wise, David Hess",1982,91 min
669,City of Ember,Gil Kenan,,"Saoirse Ronan, Toby Jones, Bill Murray, David Ryall",2008,90 min
670,Untitled Star Trek Sequel,S.J. Clarkson,,"Zoe Saldana, Danai Gurira, John Cho, Karl Urban",,
671,Star Trek: Generations,David Carson,,"Patrick Stewart, William Shatner, Malcolm McDowell, Jonathan Frakes",1994,118 min
672,SpaceCamp,Harry Winer,,"Kate Capshaw, Lea Thompson, Kelly Preston, Larry B. Scott",1986,107 min
673,Elizabeth Harvest,Sebastian Gutierrez,,"Abbey Lee, Ciarán Hinds, Carla Gugino, Matthew Beard",2018,105 min
674,The Signal,William Eubank,,"Brenton Thwaites, Olivia Cooke, Beau Knapp, Laurence Fishburne",2014,97 min
966,The Island of Dr. Moreau,Don Taylor,,"Burt Lancaster, Michael York, Nigel Davenport, Barbara Carrera",1977,99 min
967,Cheech and Chong's Next Movie,Tommy Chong,,"Cheech Marin, Tommy Chong, Evelyn Guerrero, Betty Kennedy",1980,99 min
968,Star Wars: The Clone Wars,Dave Filoni,,"Matt Lanter, Nika Futterman, Tom Kane, Ashley Eckstein",2008,98 min
969,Chain Reaction,Andrew Davis,,"Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward",1996,107 min
970,Double Dragon,James Yukich,,"Robert Patrick, Mark Dacascos, Scott Wolf, Kristina Wagner",1994,96 min
971,Max Winslow and the House of Secrets,Sean Olson,,"Chad Michael Murray, Jason Genao, Tanner Buchanan, Jade Chynoweth",,
972,Color Out of Space,Richard Stanley,,"Nicolas Cage, Q'orianka Kilcher, Joely Richardson, Brendan Meyer",,
910,Kaboom,Gregg Araki,,"Thomas Dekker, Haley Bennett, Chris Zylka, Roxane Mesquida",2010,86 min
911,Night of the Creeps,Fred Dekker,,"Jason Lively, Tom Atkins, Steve Marshall, Jill Whitlow",1986,88 min
912,The Guyver,"Screaming Mad George, Steve Wang",,"Greg Joung Paik, Jimmie Walker, Peter Spellos, Michael Berryman",1991,88 min
913,The Meteor Man,Robert Townsend,,"Robert Townsend, Marla Gibbs, Eddie Griffin, Robert Guillaume",1993,100 min
914,Dark Star,John Carpenter,,"Dan O'Bannon, Dre Pahich, Brian Narelle, Cal Kuniholm",1974,83 min
915,Max Steel,Stewart Hendler,,"Ben Winchell, Josh Brener, Maria Bello, Andy Garcia",2016,92 min
916,Iceman: The Time Traveller,Wai Man Yip,,"Donnie Yen, Baoqiang Wang, Shengyi Huang, Kang Yu",2018,104 min
709,Furia,David Twohy,,Vin Diesel,,
710,The Relic,Peter Hyams,,"Penelope Ann Miller, Tom Sizemore, Linda Hunt, James Whitmore",1997,110 min
711,Paprika,Satoshi Kon,,"Megumi Hayashibara, Tôru Emori, Katsunosuke Hori, Tôru Furuya",2006,90 min
712,The Time Machine,George Pal,,"Rod Taylor, Alan Young, Yvette Mimieux, Sebastian Cabot",1960,103 min
713,Frogs,George McCowan,,"Ray Milland, Sam Elliott, Joan Van Ark, Adam Roarke",1972,91 min
714,Land of the Dead,George A. Romero,,"John Leguizamo, Asia Argento, Simon Baker, Dennis Hopper",2005,93 min
715,Black Panther 2,Ryan Coogler,,,,
802,Atlas Shrugged: Part I,Paul Johansson,,"Taylor Schilling, Grant Bowler, Matthew Marsden, Edi Gathegi",2011,97 min
803,Spring,"Justin Benson, Aaron Moorhead",,"Lou Taylor Pucci, Nadia Hilker, Francesco Carnelutti, Nick Nevern",2014,109 min
804,Anna,Jorge Dorado,,"Mark Strong, Taissa Farmiga, Brian Cox, Saskia Reeves",2013,99 min
805,The Beyond,Hasraf Dulull,,"Jane Perry, Nigel Barber, Noeleen Comiskey, Ezra Khan",2017,103 min
806,Mr. Peabody & Sherman,Rob Minkoff,,"Ty Burrell, Max Charles, Stephen Colbert, Leslie Mann",2014,92 min
807,Rollerball,Norman Jewison,,"James Caan, John Houseman, Maud Adams, John Beck",1975,125 min
808,The War of the Worlds,Byron Haskin,,"Gene Barry, Ann Robinson, Les Tremayne, Robert Cornthwaite",1953,85 min
852,Kill Command,Steven Gomez,,"Thure Lindhardt, Vanessa Kirby, David Ajala, Mike Noble",2016,99 min
853,The Girl Who Leapt Through Time,Mamoru Hosoda,,"Riisa Naka, Takuya Ishida, Mitsutaka Itakura, Ayami Kakiuchi",2006,98 min
854,Multiplicity,Harold Ramis,,"Michael Keaton, Andie MacDowell, Zack Duhame, Katie Schlossberg",1996,117 min
855,Star Trek V: The Final Frontier,William Shatner,,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",1989,107 min
856,Infinite,Antoine Fuqua,,Chris Evans,2006,
857,Southland Tales,Richard Kelly,,"Dwayne Johnson, Sarah Michelle Gellar, Seann William Scott, Carlos Amezcua",1993,145 min
858,RoboCop 3,Fred Dekker,,"Robert John Burke, Nancy Allen, Mario Machado, Remy Ryan",2016,104 min
626,Firestarter,Mark L. Lester,,"Drew Barrymore, David Keith, Freddie Jones, Heather Locklear",1984,114 min
627,Time Bandits,Terry Gilliam,,"Sean Connery, Shelley Duvall, John Cleese, Katherine Helmond",1981,110 min
628,Humanoids from the Deep,"Barbara Peeters, Jimmy T. Murakami",,"Doug McClure, Ann Turkel, Vic Morrow, Cindy Weintraub",1980,80 min
629,My Stepmother Is an Alien,Richard Benjamin,,"Dan Aykroyd, Kim Basinger, Jon Lovitz, Alyson Hannigan",1988,105 min
630,The Saint,Phillip Noyce,,"Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev",1997,116 min
752,Batman and Harley Quinn,Sam Liu,,"Kevin Conroy, Melissa Rauch, Paget Brewster, Loren Lester",2017,74 min
753,The One I Love,Charlie McDowell,,"Mark Duplass, Elisabeth Moss, Ted Danson, Kiana Cason",2014,91 min
754,Bad Taste,Peter Jackson,,"Terry Potter, Pete O'Herne, Craig Smith, Mike Minett",1987,91 min
755,Neon Genesis Evangelion: The End of Evangelion,"Hideaki Anno, Kazuya Tsurumaki",,"Megumi Ogata, Megumi Hayashibara, Yûko Miyamura, Kotono Mitsuishi",1997,90 min
675,Phantasm,Don Coscarelli,,"A. Michael Baldwin, Bill Thornbury, Reggie Bannister, Kathy Lester",1979,88 min
676,The Cave,Bruce Hunt,,"Piper Perabo, Morris Chestnut, Cole Hauser, Eddie Cibrian",2005,97 min
677,Flight of the Navigator,Randal Kleiser,,"Joey Cramer, Paul Reubens, Cliff De Young, Veronica Cartwright",1986,90 min
678,Mighty Morphin Power Rangers: The Movie,Bryan Spicer,,"Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank",1995,95 min
973,Evils of the Night,Mohammed Rustam,,"Neville Brand, Aldo Ray, Tina Louise, John Carradine",1985,84 min
974,Pokémon: The First Movie - Mewtwo Strikes Back,"Kunihiko Yuyama, Michael Haigney",,"Veronica Taylor, Rachael Lillis, Eric Stuart, Jay Goede",1998,96 min
975,Pulse,Jim Sonzero,,"Kristen Bell, Rick Gonzalez, Christina Milian, Ian Somerhalder",2006,90 min
976,Critters 2,Mick Garris,,"Scott Grimes, Liane Curtis, Terrence Mann, Don Keith Opper",1988,86 min
917,Avatar 3,James Cameron,,"Zoe Saldana, Oona Chaplin, Sigourney Weaver, Sam Worthington",2021,
918,Teenage Mutant Ninja Turtles III,Stuart Gillard,,"Elias Koteas, Paige Turco, Stuart Wilson, Sab Shimono",1993,96 min
919,District B13,Pierre Morel,,"Cyril Raffaelli, David Belle, Tony D'Amario, Bibi Naceri",2004,84 min
920,Breeders,Tim Kincaid,,"Teresa Farley, Lance Lewman, Frances Raines, Natalie O'Connell",1986,77 min
921,Steel,Kenneth Johnson,,"Shaquille O'Neal, Annabeth Gish, Judd Nelson, Richard Roundtree",1997,97 min
716,Thunderbirds,Jonathan Frakes,,"Bill Paxton, Anthony Edwards, Ben Kingsley, Brady Corbet",2004,95 min
717,Mimic,Guillermo del Toro,,"Mira Sorvino, Jeremy Northam, Alexander Goodwin, Giancarlo Giannini",1997,105 min
718,The Toxic Avenger,"Michael Herz, Lloyd Kaufman",,"Andree Maranda, Mitch Cohen, Jennifer Babtist, Cindy Manion",1984,82 min
809,Muse,Jaume Balagueró,,"Elliot Cowan, Franka Potente, Ana Ularu, Leonor Watling",2017,107 min
810,The Outrageous Baron Munchausen,Karel Zeman,,"Milos Kopecký, Rudolf Jelínek, Jana Brejchová, Karel Höger",1962,83 min
811,How I Live Now,Kevin Macdonald,,"Saoirse Ronan, Tom Holland, George MacKay, Harley Bird",2013,101 min
859,The Untamed,Amat Escalante,,"Ruth Ramos, Simone Bucio, Jesús Meza, Eden Villavicencio",2018,98 min
860,5th Passenger,Scotty Baker,,"Morgan Lariah, Manu Intiraymi, Doug Jones, Marina Sirtis",2008,89 min
861,Babylon A.D.,Mathieu Kassovitz,,"Vin Diesel, Michelle Yeoh, Mélanie Thierry, Gérard Depardieu",2020,90 min
862,BIOS,Miguel Sapochnik,,"Tom Hanks, Caleb Landry Jones, Samira Wiley",2000,
631,Innerspace,Joe Dante,,"Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy",1987,120 min
632,Repo Man,Alex Cox,,"Harry Dean Stanton, Emilio Estevez, Tracey Walter, Olivia Barash",1984,92 min
633,Universal Soldier,Roland Emmerich,,"Jean-Claude Van Damme, Dolph Lundgren, Ally Walker, Ed O'Ross",1992,102 min
756,Ultraviolet,Kurt Wimmer,,"Milla Jovovich, Cameron Bright, Nick Chinlund, Sebastien Andrieu",2006,88 min
757,The Transformers: The Movie,Nelson Shin,,"Orson Welles, Robert Stack, Leonard Nimoy, Norman Alden",1986,84 min
758,Starcrash,Luigi Cozzi,,"Marjoe Gortner, Caroline Munro, Christopher Plummer, David Hasselhoff",1978,92 min
759,Transformers 6,,,,,
679,The 6th Day,Roger Spottiswoode,,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker",2000,123 min
680,Chicken Little,Mark Dindal,,"Zach Braff, Joan Cusack, Garry Marshall, Don Knotts",2005,81 min
681,Open Your Eyes,Alejandro Amenábar,,"Eduardo Noriega, Penélope Cruz, Chete Lera, Fele Martínez",1997,117 min
682,Devil's Pass,Renny Harlin,,"Holly Goss, Matt Stokoe, Luke Albright, Ryan Hawley",2013,100 min
977,Final Fantasy: The Spirits Within,"Hironobu Sakaguchi, Motonori Sakakibara",,"Alec Baldwin, Steve Buscemi, Ming-Na Wen, Ving Rhames",2001,106 min
978,A Boy and His Dog,L.Q. Jones,,"Don Johnson, Jason Robards, Susanne Benton, Tim McIntire",1975,91 min
979,The Nest,Terence H. Winkless,,"Robert Lansing, Lisa Langlois, Franc Luz, Terri Treas",1988,89 min
980,Earth to Echo,Dave Green,,"Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt",2014,91 min
922,Disturbing Behavior,David Nutter,,"James Marsden, Katie Holmes, Nick Stahl, Tobias Mehler",1998,84 min
923,Fateful Findings,Neil Breen,,"Neil Breen, Klara Landrat, Jennifer Autry, Victoria Viveiros",2013,100 min
924,Splinter,Toby Wilkins,,"Shea Whigham, Jill Wagner, Paulo Costanzo, Charles Baker",2008,82 min
925,Rememory,Mark Palansky,,"Peter Dinklage, Matt Ellis, Jordana Largy, Martin Donovan",2017,111 min
719,Ghosts of Mars,John Carpenter,,"Natasha Henstridge, Ice Cube, Pam Grier, Jason Statham",2001,98 min
720,Untitled Star Trek Project,Quentin Tarantino,,,,
721,The Host,Joon-ho Bong,,"Kang-ho Song, Hee-Bong Byun, Hae-il Park, Doona Bae",2006,120 min
722,Altered States,Ken Russell,,"William Hurt, Blair Brown, Bob Balaban, Charles Haid",1980,102 min
812,The Jacket,John Maybury,,"Adrien Brody, Keira Knightley, Daniel Craig, Kris Kristofferson",2005,103 min
813,Phenomenon,Jon Turteltaub,,"John Travolta, Kyra Sedgwick, Forest Whitaker, Robert Duvall",1996,123 min
814,The Order,Nick Gillard,,"Marina Sirtis, Gigi Edgley, Erin Cahill, George Lazenby",2006,
815,My Super Ex-Girlfriend,Ivan Reitman,,"Uma Thurman, Luke Wilson, Anna Faris, Rainn Wilson",1993,96 min
863,Supernova,Walter Hill,,"James Spader, Peter Facinelli, Robin Tunney, Angela Bassett",2004,90 min
864,Cube Zero,Ernie Barbarash,,"Zachary Bennett, Stephanie Moore, Martin Roach, Michael Riley",2002,97 min
865,The Tuxedo,Kevin Donovan,,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar",1980,98 min
866,Saturn 3,"Stanley Donen, John Barry",,"Farrah Fawcett, Kirk Douglas, Harvey Keitel, Ed Bishop",2018,96 min
634,Videodrome,David Cronenberg,,"James Woods, Debbie Harry, Sonja Smits, Peter Dvorsky",1983,87 min
635,Mac and Me,Stewart Raffill,,"Christine Ebersole, Jonathan Ward, Tina Caspary, Lauren Stanley",1988,95 min
636,Zardoz,John Boorman,,"Sean Connery, Charlotte Rampling, Sara Kestelman, John Alderton",1974,105 min
637,The Day the Earth Stood Still,Robert Wise,,"Michael Rennie, Patricia Neal, Hugh Marlowe, Sam Jaffe",1951,92 min
760,The Double,Richard Ayoade,,"Jesse Eisenberg, Mia Wasikowska, Wallace Shawn, Noah Taylor",2013,93 min
761,Invaders from Mars,William Cameron Menzies,,"Helena Carter, Arthur Franz, Jimmy Hunt, Leif Erickson",1953,78 min
762,The Machine,Caradog W. James,,"Toby Stephens, Caity Lotz, Denis Lawson, Sam Hazeldine",2013,91 min
763,Mission to Mars,Brian De Palma,,"Tim Robbins, Gary Sinise, Don Cheadle, Connie Nielsen",2000,114 min
683,Hornet,"James Kondelik, Jon Kondelik",,"Shellie Sterling, Madison West, Mark Valeriano, Sallieu Sesay",2018,86 min
684,Guardians,Sarik Andreasyan,,"Anton Pampushnyy, Sanjar Madi, Sebastien Sisak, Alina Lanina",2017,89 min
685,The Avengers,Jeremiah S. Chechik,,"Ralph Fiennes, Uma Thurman, Sean Connery, Patrick Macnee",1998,89 min
686,My Little Pony: The Movie,Jayson Thiessen,,"Emily Blunt, Kristin Chenoweth, Liev Schreiber, Michael Peña",2017,99 min
981,The Survivalist,Stephen Fingleton,,"Mia Goth, Barry Ward, Olwen Fouéré, Ryan McParland",2015,104 min
982,Viral,"Henry Joost, Ariel Schulman",,"Sofia Black-D'Elia, Analeigh Tipton, Travis Tope, Michael Kelly",2016,85 min
983,Zombie Strippers!,Jay Lee,,"Jenna Jameson, Robert Englund, Roxy Saint, Penny Vital",2008,94 min
984,Dreamscape,Joseph Ruben,,"Dennis Quaid, Max von Sydow, Christopher Plummer, Eddie Albert",1984,99 min
926,Beyond White Space,Ken Locsmandi,,"Holt McCallany, Zulay Henao, Dave Sheridan, James Devoti",2018,93 min
927,Fortress,Stuart Gordon,,"Christopher Lambert, Loryn Locklin, Kurtwood Smith, Clifton Collins Jr.",1992,95 min
928,The Divide,Xavier Gens,,"Lauren German, Michael Biehn, Milo Ventimiglia, Courtney B. Vance",2011,112 min
929,The Thinning,Michael J. Gallagher,,"Logan Paul, Peyton List, Lia Marie Johnson, Calum Worthy",2016,81 min
723,Monster Trucks,Chris Wedge,,"Lucas Till, Jane Levy, Thomas Lennon, Barry Pepper",2016,104 min
724,Journey to the Center of the Earth,Henry Levin,,"James Mason, Pat Boone, Arlene Dahl, Diane Baker",1959,132 min
725,The Flintstones in Viva Rock Vegas,Brian Levant,,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski",2000,90 min
726,I Am Mother,Grant Sputore,,"Rose Byrne, Hilary Swank, Clara Rugaard, Luke Hawker",2019,115 min
816,Ticks,Tony Randel,,"Rosalind Allen, Ami Dolenz, Seth Green, Virginya Keehne",1980,85 min
817,Battle Beyond the Stars,"Jimmy T. Murakami, Roger Corman",,"George Peppard, Robert Vaughn, Richard Thomas, John Saxon",1994,104 min
818,The Fantastic Four,Oley Sassone,,"Alex Hyde-White, Jay Underwood, Rebecca Staab, Michael Bailey Smith",1998,90 min
819,The X Files,Rob Bowman,,"David Duchovny, Gillian Anderson, John Neville, William B. Davis",2018,121 min
867,Beyond the Sky,Fulvio Sestito,,"Ryan Carnes, Jordan Hinson, Claude Duhamel, Martin Sensmeier",2004,82 min
868,2046,Kar-Wai Wong,,"Tony Chiu-Wai Leung, Ziyi Zhang, Faye Wong, Li Gong",2010,129 min
869,Tekken,Dwight H. Little,,"Jon Foo, Kelly Overton, Cary-Hiroyuki Tagawa, Ian Anthony Dale",,92 min
870,Code 8,Jeff Chan,,"Stephen Amell, Robbie Amell, Sung Kang, Greg Bryk",1977,
638,Arif V 216,Kivanç Baruönü,,"Cem Yilmaz, Ozan Güven, Özkan Ugur, Özge Özberk",2018,125 min
639,Airplane II: The Sequel,Ken Finkleman,,"Robert Hays, Julie Hagerty, Lloyd Bridges, Raymond Burr",1982,85 min
640,Beyond Skyline,Liam O'Donnell,,"Frank Grillo, Bojana Novakovic, Jonny Weston, Callan Mulvey",2017,106 min
641,Halloween III: Season of the Witch,Tommy Lee Wallace,,"Tom Atkins, Stacey Nelkin, Dan O'Herlihy, Michael Currie",1982,98 min
764,Seeking a Friend for the End of the World,Lorene Scafaria,,"Steve Carell, Keira Knightley, Melanie Lynskey, Patton Oswalt",2012,101 min
765,Flubber,Les Mayfield,,"Robin Williams, Marcia Gay Harden, Christopher McDonald, Ted Levine",1997,93 min
766,Who Am I,Baran bo Odar,,"Tom Schilling, Elyas M'Barek, Wotan Wilke Möhring, Antoine Monot Jr.",2014,102 min
767,Fast Color,Julia Hart,,"Gugu Mbatha-Raw, Lorraine Toussaint, David Strathairn, Saniyya Sidney",2018,100 min
687,The Thing from Another World,"Christian Nyby, Howard Hawks",,"Kenneth Tobey, Margaret Sheridan, James Arness, Robert Cornthwaite",1951,87 min
688,American Ultra,Nima Nourizadeh,,"Jesse Eisenberg, Kristen Stewart, Connie Britton, John Leguizamo",2015,96 min
689,Fahrenheit 451,François Truffaut,,"Oskar Werner, Julie Christie, Cyril Cusack, Anton Diffring",1966,112 min
690,From Beyond,Stuart Gordon,,"Jeffrey Combs, Barbara Crampton, Ted Sorel, Ken Foree",1986,85 min
985,Alone in the Dark,Uwe Boll,,"Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner",2005,96 min
986,Alligator,Lewis Teague,,"Robert Forster, Robin Riker, Michael V. Gazzo, Dean Jagger",1980,91 min
987,Bokeh,"Geoffrey Orthwein, Andrew Sullivan",,"Maika Monroe, Matt O'Leary, Arnar Jónsson, Gunnar Helgason",2017,92 min
988,Rabid,"Jen Soska, Sylvia Soska",,"Laura Vandervoort, Greg Bryk, Stephen McHattie, Stephen Huszar",1997,
930,House of Dracula,Erle C. Kenton,,"Onslow Stevens, John Carradine, Lon Chaney Jr., Martha O'Driscoll",1945,67 min
931,Critters 3,Kristine Peterson,,"John Calvin, Aimee Brooks, Christian Cousins, Joseph Cousins",1991,86 min
932,Minotaur,Jonathan English,,"Tom Hardy, Michelle Van Der Water, Tony Todd, Lex Shrapnel",2006,93 min
933,Encounter,Paul Salamoff,,"Luke Hemsworth, Anna Hutchison, Cheryl Texiera, Tom Atkins",2018,89 min
727,THX 1138,George Lucas,,"Robert Duvall, Donald Pleasence, Don Pedro Colley, Maggie McOmie",1971,86 min
728,Jem and the Holograms,Jon M. Chu,,"Aubrey Peeples, Stefanie Scott, Aurora Perrineau, Hayley Kiyoko",2015,118 min
729,Occupation,Luke Sparke,,"Dan Ewing, Temuera Morrison, Stephany Jacobsen, Rhiannon Fish",2018,119 min
730,The Osiris Child,Shane Abbess,,"Kellan Lutz, Daniel MacPherson, Isabel Lucas, Luke Ford",2016,95 min
731,UFO,Ryan Eslinger,,"Alex Sharp, Gillian Anderson, Ella Purnell, Benjamin Beatty",2018,88 min
820,Illang: The Wolf Brigade,Jee-woon Kim,,"Woo-sung Jung, Dong-won Gang, Hyo-Joo Han, Ye-ri Han",2003,139 min
821,Paycheck,John Woo,,"Ben Affleck, Aaron Eckhart, Uma Thurman, Michael C. Hall",2017,119 min
822,Resident Evil: Vendetta,Takanori Tsujimoto,,"Kevin Dorman, Matthew Mercer, Erin Cahill, John DeMita",2017,97 min
823,The Cured,David Freyne,,"Ellen Page, Sam Keeley, Tom Vaughan-Lawlor, Stuart Graham",2018,95 min
871,Rabid,David Cronenberg,,"Marilyn Chambers, Frank Moore, Joe Silver, Howard Ryshpan",2018,91 min
872,Another Time,Thomas Hennessy,,"Justin Hartley, Arielle Kebbel, James Kyson, Chrishell Hartley",2008,89 min
873,Blindness,Fernando Meirelles,,"Julianne Moore, Mark Ruffalo, Gael García Bernal, Yûsuke Iseya",1954,121 min
874,Godzilla,Ishirô Honda,,"Takashi Shimura, Akihiko Hirata, Akira Takarada, Momoko Kôchi",2018,96 min
642,Nausicaä of the Valley of the Wind,Hayao Miyazaki,,"Sumi Shimamoto, Mahito Tsujimura, Hisako Kyôda, Gorô Naya",1984,117 min
643,The Secret of NIMH,Don Bluth,,"Elizabeth Hartman, Derek Jacobi, Dom DeLuise, Arthur Malet",1982,82 min
644,Clara,Akash Sherman,,"Patrick J. Adams, Troian Bellisario, Will Bowes, Jennifer Dale",2018,105 min
645,Re-Animator,Stuart Gordon,,"Jeffrey Combs, Bruce Abbott, Barbara Crampton, David Gale",1985,105 min
768,At First Light,Jason Stone,,"Stefanie Scott, Théodore Pellerin, Saïd Taghmaoui, Percy Hynes White",2018,90 min
769,Sky Captain and the World of Tomorrow,Kerry Conran,,"Gwyneth Paltrow, Jude Law, Angelina Jolie, Giovanni Ribisi",2004,106 min
770,DeepStar Six,Sean S. Cunningham,,"Greg Evigan, Nancy Everhard, Taurean Blacque, Miguel Ferrer",1989,99 min
691,*batteries not included,Matthew Robbins,,"Hume Cronyn, Jessica Tandy, Frank McRae, Elizabeth Peña",1987,106 min
692,The Zero Theorem,Terry Gilliam,,"Christoph Waltz, Lucas Hedges, Mélanie Thierry, David Thewlis",2013,107 min
693,Fullmetal Alchemist,Fumihiko Sori,,"Ryôsuke Yamada, Tsubasa Honda, Dean Fujioka, Ryûta Satô",2017,135 min
989,Double Team,Hark Tsui,,"Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke, Paul Freeman",2020,93 min
990,Spider-Man 4,,,"Tommy Driver, Bryn Clayton Jones, Brittany Anne Brown, Mandi Huffman",2017,
991,The Man from Earth: Holocene,Richard Schenkman,,"David Lee Smith, John Billingsley, Brittany Curran, William Katt",1999,98 min
992,The Rage: Carrie 2,"Katt Shea, Robert Mandel",,"Emily Bergl, Jason London, Dylan Bruno, J. Smith-Cameron",2000,104 min
934,Bride of Frankenstein,James Whale,,"Boris Karloff, Elsa Lanchester, Colin Clive, Valerie Hobson",1935,75 min
935,Curvature,Diego Hallivis,,"Linda Hamilton, Lyndsy Fonseca, Glenn Morshower, Noah Bean",2017,90 min
936,John Dies at the End,Don Coscarelli,,"Chase Williamson, Rob Mayes, Paul Giamatti, Clancy Brown",2012,99 min
937,Virtuosity,Brett Leonard,,"Denzel Washington, Russell Crowe, Kelly Lynch, Stephen Spinella",1995,106 min
732,Bicentennial Man,Chris Columbus,,"Robin Williams, Embeth Davidtz, Sam Neill, Oliver Platt",1999,132 min
733,Alienator,Fred Olen Ray,,"Jan-Michael Vincent, John Phillip Law, Ross Hagen, Dyana Ortelli",1990,93 min
734,The Watch,Akiva Schaffer,,"Ben Stiller, Vince Vaughn, Jonah Hill, Billy Crudup",2012,102 min
824,The Thinning: New World Order,Michael J. Gallagher,,"Logan Paul, Peyton List, Matthew Glave, Calum Worthy",2017,83 min
825,Starship Troopers: Traitor of Mars,"Shinji Aramaki, Masaru Matsumoto",,"Casper Van Dien, Dina Meyer, DeRay Davis, Justin Doran",1986,88 min
826,Chopping Mall,Jim Wynorski,,"Kelli Maroney, Tony O'Dell, Russell Todd, Karrie Emerson",2015,77 min
875,Nazi Overlord,Rob Pallatina,,"Tom Sizemore, Dominique Swain, Andrew Liberty, Greg Furman",1992,91 min
876,Forever Young,Steve Miner,,"Mel Gibson, Jamie Lee Curtis, Elijah Wood, Isabel Glasser",1997,102 min
877,RocketMan,Stuart Gillard,,"Harland Williams, Jessica Lundy, William Sadler, Jeffrey DeMunn",2013,95 min
646,Forbidden Planet,Fred M. Wilcox,,"Walter Pidgeon, Anne Francis, Leslie Nielsen, Warren Stevens",1956,98 min
647,Enemy Mine,Wolfgang Petersen,,"Dennis Quaid, Louis Gossett Jr., Brion James, Richard Marcus",1985,108 min
648,The Fourth Kind,Olatunde Osunsanmi,,"Milla Jovovich, Elias Koteas, Will Patton, Hakeem Kae-Kazim",2009,98 min
649,The Discovery,Charlie McDowell,,"Robert Redford, Mary Steenburgen, Brian McCarthy, Jason Segel",2017,102 min
771,Infinity Chamber,Travis Milloy,,"Christopher Soren Kelly, Cassandra Clark, Cajardo Lindsey, Jesse D. Arrow",2016,103 min
772,Rollerball,John McTiernan,,"Chris Klein, Jean Reno, LL Cool J, Rebecca Romijn",2002,98 min
773,Night of the Comet,Thom Eberhardt,,"Catherine Mary Stewart, Kelli Maroney, Robert Beltran, Sharon Farrell",1984,95 min
774,Bubble Boy,Blair Hayes,,"Jake Gyllenhaal, Swoosie Kurtz, Marley Shelton, Danny Trejo",2001,84 min
694,Seven in Heaven,Chris Eigeman,,"Travis Tope, Haley Ramm, Dylan Everett, Jake Manley",2018,94 min
695,Zoom,Peter Hewitt,,"Tim Allen, Courteney Cox, Chevy Chase, Spencer Breslin",2006,83 min
696,Penguins of Madagascar,"Eric Darnell, Simon J. Smith",,"Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon",2014,92 min
697,Explorers,Joe Dante,,"Ethan Hawke, River Phoenix, Jason Presson, Bradley Gregg",1985,109 min
993,Heavy Metal 2000,"Michael Coldewey, Michel Lemire",,"Michael Ironside, Julie Strain, Billy Idol, Pier Paquette",1936,88 min
994,Flash Gordon,"Frederick Stephani, Ray Taylor",,"Buster Crabbe, Jean Rogers, Charles Middleton, Priscilla Lawson",1981,245 min
995,Piranha II: The Spawning,"James Cameron, Ovidio G. Assonitis, Miller Drake",,"Tricia O'Neil, Steve Marachuk, Lance Henriksen, Ricky Paull Goldin",1983,94 min
996,The Man with Two Brains,Carl Reiner,,"Steve Martin, Kathleen Turner, David Warner, Paul Benedict",1954,93 min
938,The Arrival,David Twohy,,"Charlie Sheen, Lindsay Crouse, Richard Schiff, Shane",1996,115 min
939,Underdog,Frederik Du Chau,,"Peter Dinklage, Jason Lee, Amy Adams, Jim Belushi",2007,84 min
